type,filename,dokid,datokode,tittel,korttittel,departement,etat,rettsomraade,i_kraft,siste_endring_i_kraft,sist_endret_ved,publisert_i,gjelder_for,siste_rettelse,refid,url
lov,nl-20030606-039.xml,NL/lov/2003-06-06-39,LOV-2003-06-06-39,Lov om burettslag (burettslagslova),Burettslagslova - brl,Kommunal- og distriktsdepartementet,,"Fast eiendoms rettsforhold > Borettslag. Boligbyggelag Selskaper, fond og foreninger > Samvirkeforetak","2004-01-01, 2004-03-01, 2005-08-15, 2006-07-01",2026-01-01,lov/2025-12-19-114 fra 2026-01-01,,,2021-08-05 (faglige fotnoter fjernet),lov/2003-06-06-39,https://lovdata.no/lov/2003-06-06-39
lov,nl-20030620-044.xml,NL/lov/2003-06-20-44,LOV-2003-06-20-44,Lov om endringer i sentralbankloven og finansieringsvirksomhetsloven og om opphevelse av valutareguleringsloven og penge- og kredittreguleringsloven,Endringslov til sentralbankloven m.fl,Finansdepartementet,,"Bank, finans og regnskapsrett > Banker Bank, finans og regnskapsrett > Valuta","Kongen bestemmer, 2004-01-01, 2005-01-01",,,,,,lov/2003-06-20-44,https://lovdata.no/lov/2003-06-20-44
lov,nl-20030627-057.xml,NL/lov/2003-06-27-57,LOV-2003-06-27-57,Lov om Norges territorialfarvann og tilstøtende sone [territorialfarvannsloven],Territorialfarvannsloven - terfl,Utenriksdepartementet,,"Internasjonal rett > Havrett Stats-, statsforfatnings- og statsborgerrett > Grenser Transport og kommunikasjoner > Havner Transport og kommunikasjoner > Skipsfart","2004-01-01, 2005-04-01",2023-01-01,lov/2022-03-11-9 fra 2023-01-01,,,2021-06-21 (faglige noter fjernet),lov/2003-06-27-57,https://lovdata.no/lov/2003-06-27-57
lov,nl-20030627-064.xml,NL/lov/2003-06-27-64,LOV-2003-06-27-64,Lov om alternativ behandling av sykdom mv.,Alternativ behandlingsloven - albhl,Helse- og omsorgsdepartementet,,Helse- og omsorgsrett > Helsepersonell Helse- og omsorgsrett > Pasientrettigheter Helse- og omsorgsrett,2004-01-01,2026-06-01,lov/2025-06-20-67 fra 2026-06-01,,,2021-08-26 (faglige fotnoter fjernet),lov/2003-06-27-64,https://lovdata.no/lov/2003-06-27-64
lov,nl-20030704-074.xml,NL/lov/2003-07-04-74,LOV-2003-07-04-74,Lov om forsvarlig hundehold (hundeloven),Hundeloven - hul,Landbruks- og matdepartementet,,"Landbruk, jakt og skogbruk > Dyrevern. Veterinær",2004-01-01,2023-06-16,lov/2023-06-16-66,,,"2021-07-02 (faglige fotnoter fjernet, UU-tilpasning)",lov/2003-07-04-74,https://lovdata.no/lov/2003-07-04-74
lov,nl-20030704-084.xml,NL/lov/2003-07-04-84,LOV-2003-07-04-84,Lov om private skolar med rett til statstilskot (privatskolelova),Privatskolelova - prskol,Kunnskapsdepartementet,,"Skoler, universiteter og forskning > Skoler. Privatskoler",2003-10-01,2026-06-19,lov/2026-06-19-58,,,2022-03-29 (tegnsetting i lister tilpasset universell utforming),lov/2003-07-04-84,https://lovdata.no/lov/2003-07-04-84
lov,nl-20030829-090.xml,NL/lov/2003-08-29-90,LOV-2003-08-29-90,Lov om endringer i pengespill- og lotterilovgivningen,Endringslov til pengespill- og lotterilover,Kultur- og likestillingsdepartementet,,"Forvaltnings- og kommunalrett > Statistikk. Registrering Kultur, idrett og underholdning > Lotteri. Pengespill. Innsamlinger","Kongen bestemmer, 2004-01-01, 2005-05-01, 2007-07-01, 2009-01-01",2009-01-01,lov/2008-12-19-116 fra 2009-01-01,,,"2016-05-18 (tatt ut del I, endr. i pengespilloven § 1 annet ledd)",lov/2003-08-29-90,https://lovdata.no/lov/2003-08-29-90
lov,nl-20031128-098.xml,NL/lov/2003-11-28-98,LOV-2003-11-28-98,Lov om konsesjon ved erverv av fast eiendom mv. (konsesjonsloven),Konsesjonsloven - konsl,Landbruks- og matdepartementet,,"Landbruk, jakt og skogbruk > Konsesjon",2004-01-01,2026-01-01,lov/2025-06-06-27 fra 2026-01-01,,,2021-07-02 (faglige fotnoter fjernet),lov/2003-11-28-98,https://lovdata.no/lov/2003-11-28-98
lov,nl-20031205-100.xml,NL/lov/2003-12-05-100,LOV-2003-12-05-100,Lov om humanmedisinsk bruk av bioteknologi m.m. (bioteknologiloven),Bioteknologiloven - biotl,Helse- og omsorgsdepartementet,,"Familie-, person- og barnerett > Barn og foreldre Helse- og omsorgsrett Skoler, universiteter og forskning > Forskning","2004-01-01, 2004-09-01, 2005-01-01",2025-10-01,lov/2025-06-20-68 fra 2025-10-01,,,2022-03-29 (tegnsetting i lister tilpasset universell utforming),lov/2003-12-05-100,https://lovdata.no/lov/2003-12-05-100
lov,nl-20031212-108.xml,NL/lov/2003-12-12-108,LOV-2003-12-12-108,"Lov om kompensasjon av merverdiavgift for kommuner, fylkeskommuner mv. (merverdiavgiftskompensasjonsloven)",Merverdiavgiftskompensasjonsloven,Finansdepartementet,,Forvaltnings- og kommunalrett > Kommuner og fylkeskommuner Skatte- og avgiftsrett > Merverdiavgift,2004-01-01,2022-06-15,lov/2022-06-10-39 fra 2022-06-15,,,"2021-08-26 (faglige fotnoter fjernet, UU-tilpasset)",lov/2003-12-12-108,https://lovdata.no/lov/2003-12-12-108
lov,nl-20031212-109.xml,NL/lov/2003-12-12-109,LOV-2003-12-12-109,Lov om heleide dattersamvirkeforetak,Dattersamvirkeforetaksloven,Nærings- og fiskeridepartementet,,"Selskaper, fond og foreninger > Selskaper. Statsforetak",2004-07-01,2008-01-01,lov/2007-06-29-81 fra 2008-01-01,,,"2021-06-22 (faglige noter fjernet, struktur)",lov/2003-12-12-109,https://lovdata.no/lov/2003-12-12-109
lov,nl-20031212-115.xml,NL/lov/2003-12-12-115,LOV-2003-12-12-115,Lov om statleg varekrigsforsikring,Varekrigsforsikringslova,Nærings- og fiskeridepartementet,,"Erstatnings- og forsikringsrett > Ansvarsforsikringer Stats-, statsforfatnings- og statsborgerrett > Forsvaret",2004-01-01,,,,,,lov/2003-12-12-115,https://lovdata.no/lov/2003-12-12-115
lov,nl-20031219-124.xml,NL/lov/2003-12-19-124,LOV-2003-12-19-124,Lov om matproduksjon og mattrygghet mv. (matloven),Matloven - matl,Helse- og omsorgsdepartementet,,"Fiskeri- og fangstrett og havbruk > Akvakultur. Havbruk Fiskeri- og fangstrett og havbruk > Fangst Fiskeri- og fangstrett og havbruk > Fiskeri Landbruk, jakt og skogbruk > Landbruk. Dyrehold Næringsrett > Mat og alkohol",2004-01-01,2024-12-20,lov/2024-12-20-95,,,"2021-08-24 (faglige fotnoter fjernet, UU-tilpasset)",lov/2003-12-19-124,https://lovdata.no/lov/2003-12-19-124
lov,nl-20031219-130.xml,NL/lov/2003-12-19-130,LOV-2003-12-19-130,Lov om Innovasjon Norge,Lov om Innovasjon Norge,Nærings- og fiskeridepartementet,,"Næringsrett > Industri Selskaper, fond og foreninger",2004-01-01,2026-01-01,lov/2025-06-20-96 fra 2026-01-01,,,2021-08-23 (faglige fotnoter fjernet),lov/2003-12-19-130,https://lovdata.no/lov/2003-12-19-130
lov,nl-20040116-005.xml,NL/lov/2004-01-16-5,LOV-2004-01-16-5,Lov om regulering av svine- og fjørfeproduksjonen,Svine- og fjørfeproduksjonsloven,Landbruks- og matdepartementet,,"Landbruk, jakt og skogbruk > Dyrevern. Veterinær Landbruk, jakt og skogbruk > Landbruk. Dyrehold",2004-04-01,,,,,2021-06-21 (faglige noter fjernet),lov/2004-01-16-5,https://lovdata.no/lov/2004-01-16-5
lov,nl-20040305-011.xml,NL/lov/2004-03-05-11,LOV-2004-03-05-11,Lov om gjennomføring og kontroll av EØS-avtalens konkurranseregler mv. (EØS-konkurranseloven),EØS-konkurranseloven,Nærings- og fiskeridepartementet,,"EU/EØS-rett > Konkurranse og statsstøtte Forbruker-, kjøps- og konkurranserett > Konkurranse Næringsrett > Handel og tjenester",2005-05-19,2014-01-01,lov/2013-06-14-35 fra 2014-01-01,,,2025-01-09 (fotnoter fjernet),lov/2004-03-05-11,https://lovdata.no/lov/2004-03-05-11
lov,nl-20040305-012.xml,NL/lov/2004-03-05-12,LOV-2004-03-05-12,Lov om konkurranse mellom foretak og kontroll med foretakssammenslutninger (konkurranseloven),Konkurranseloven - krrl,Nærings- og fiskeridepartementet,,"Forbruker-, kjøps- og konkurranserett > Konkurranse",2004-05-01,2025-07-01,lov/2024-12-20-100 fra 2025-07-01,,,2022-03-29 (tegnsetting i lister tilpasset universell utforming),lov/2004-03-05-12,https://lovdata.no/lov/2004-03-05-12
lov,nl-20040326-017.xml,NL/lov/2004-03-26-17,LOV-2004-03-26-17,Lov om finansiell sikkerhetsstillelse,Lov om finansiell sikkerhetsstillelse,Finansdepartementet,,"Bank, finans og regnskapsrett > Betalingsformidling Bank, finans og regnskapsrett > Børs- og verdipapir Bank, finans og regnskapsrett > Obligasjoner EU/EØS-rett > Finansielle tjenester Konkurs, gjeld og pant > Gjeldsforhandling. Konkurs",2004-07-01,2020-01-01,lov/2019-03-15-6 fra 2020-01-01,,,"2021-08-26 (faglige fotnoter fjernet, UU-tilpasset)",lov/2004-03-26-17,https://lovdata.no/lov/2004-03-26-17
lov,nl-20040514-025.xml,NL/lov/2004-05-14-25,LOV-2004-05-14-25,Lov om voldgift,Voldgiftsloven - vogl,Justis- og beredskapsdepartementet,,Sivil- og straffeprosess > Sivilprosess/tvisteloven > Voldgift og selvdømme,2005-01-01,2008-01-01,lov/2007-12-21-127 fra 2008-01-01,,,2022-03-29 (tegnsetting i lister tilpasset universell utforming),lov/2004-05-14-25,https://lovdata.no/lov/2004-05-14-25
lov,nl-20040528-029.xml,NL/lov/2004-05-28-29,LOV-2004-05-28-29,Lov om register over opplysninger om valutaveksling og overføring av betalingsmidler inn og ut av Norge (valutaregisterloven),Valutaregisterloven - valregl,Finansdepartementet,,"Bank, finans og regnskapsrett > Banker Bank, finans og regnskapsrett > Valuta Forvaltnings- og kommunalrett > Statistikk. Registrering Internasjonal rett > Internasjonale organisasjoner",2005-01-01,2021-04-16,lov/2021-04-16-18,,,"2021-04-19 (struktur § 2, faglige noter fjernet)",lov/2004-05-28-29,https://lovdata.no/lov/2004-05-28-29
lov,nl-20040702-064.xml,NL/lov/2004-07-02-64,LOV-2004-07-02-64,Lov om ordning med brukerrom for inntak av narkotika (brukerromsloven),Brukerromsloven,Helse- og omsorgsdepartementet,,Helse- og omsorgsrett > Helsepersonell Helse- og omsorgsrett > Legemidler. Apotek Helse- og omsorgsrett,2004-12-17,2024-06-01,lov/2023-04-28-9 fra 2024-06-01,,,2022-03-29 (tegnsetting i lister tilpasset universell utforming),lov/2004-07-02-64,https://lovdata.no/lov/2004-07-02-64
lov,nl-20040827-070.xml,NL/lov/2004-08-27-70,LOV-2004-08-27-70,Lov om omorganisering av Statkraft SF,Lov om omorganisering av Statkraft SF,Nærings- og fiskeridepartementet,,"Energirett > Elektrisitetsproduksjon og -forsyning Selskaper, fond og foreninger > Selskaper. Statsforetak",2004-09-10,,,,,2021-06-21 (faglige noter fjernet),lov/2004-08-27-70,https://lovdata.no/lov/2004-08-27-70
lov,nl-20041119-073.xml,NL/lov/2004-11-19-73,LOV-2004-11-19-73,Lov om bokføring (bokføringsloven),Bokføringsloven,Finansdepartementet,,"Bank, finans og regnskapsrett > Regnskap","2005-01-01, 2006-01-01",2021-01-01,lov/2020-11-20-128 fra 2021-01-01,,,2021-08-10 (faglige fotnoter fjernet),lov/2004-11-19-73,https://lovdata.no/lov/2004-11-19-73
lov,nl-20041210-076.xml,NL/lov/2004-12-10-76,LOV-2004-12-10-76,Lov om arbeidsmarkedstjenester (arbeidsmarkedsloven),Arbeidsmarkedsloven,Arbeids- og inkluderingsdepartementet,,Arbeidsrett > Arbeidsforhold. Sysselsetting,2005-07-01,2024-12-20,lov/2024-12-20-81,,,2024-02-20 (inkurienote § 25),lov/2004-12-10-76,https://lovdata.no/lov/2004-12-10-76
lov,nl-20041210-077.xml,NL/lov/2004-12-10-77,LOV-2004-12-10-77,Lov om endringer i skatte- og avgiftslovgivningen mv.,Endringslov til skatte- og avgiftslovgivningen mv.,Finansdepartementet,,Skatte- og avgiftsrett > Inntekts- og formueskatt,"2004-12-10, 2005-01-01, 2005-04-11, 2005-07-01, 2005-08-01, 2006-01-01, 2008-07-01",2008-05-09,lov/2008-05-09-25,,,2022-03-29 (tegnsetting i lister tilpasset universell utforming),lov/2004-12-10-77,https://lovdata.no/lov/2004-12-10-77
lov,nl-20041210-082.xml,NL/lov/2004-12-10-82,LOV-2004-12-10-82,Lov om Overenskomst om internasjonal jernbanetrafikk (COTIF-loven),COTIF-loven,Samferdselsdepartementet,,EU/EØS-rett > Transport Internasjonal rett > Konvensjoner. Overenskomster Transport og kommunikasjoner > Jernbane,"2004-12-10, 2006-07-01",2010-09-03,lov/2010-06-19-107 fra 2010-09-03,,,"2021-08-26 (faglige fotnoter fjernet, UU-tilpasset)",lov/2004-12-10-82,https://lovdata.no/lov/2004-12-10-82
lov,nl-20041217-101.xml,NL/lov/2004-12-17-101,LOV-2004-12-17-101,Lov om europeisk meldeplikt for tekniske regler m.m. (EØS-høringsloven),EØS-høringsloven,Nærings- og fiskeridepartementet,,EU/EØS-rett > Handelsforenklinger EU/EØS-rett > Tjenester og etablering Næringsrett > Inn- og utførsel,2005-01-01,2023-09-15,lov/2021-04-23-25 fra 2023-09-15,,,2025-01-09 (oppdatert EØS-henvisninger),lov/2004-12-17-101,https://lovdata.no/lov/2004-12-17-101
lov,nl-20041217-090.xml,NL/lov/2004-12-17-90,LOV-2004-12-17-90,Lov om omdanning av Kystverkets produksjonsvirksomhet til statsaksjeselskap,Lov om Kystverkets produksjonsvirksomhet,Samferdselsdepartementet,,"Selskaper, fond og foreninger > Selskaper. Statsforetak Transport og kommunikasjoner > Havner",2004-12-17,2016-03-01,lov/2016-01-22-1 fra 2016-03-01,,,,lov/2004-12-17-90,https://lovdata.no/lov/2004-12-17-90
lov,nl-20041217-099.xml,NL/lov/2004-12-17-99,LOV-2004-12-17-99,Lov om kvoteplikt og handel med kvoter for utslipp av klimagasser (klimakvoteloven),Klimakvoteloven,Klima- og miljødepartementet,,"EU/EØS-rett > Miljø og klima Forurensninger, klima og utslipp > Klimakvoter Internasjonal rett > Konvensjoner. Overenskomster Miljøvern, natur og friluftsliv > Naturmangfold/naturfredning",2005-01-01,2026-06-19,lov/2026-06-19-54,,,2022-03-29 (tegnsetting i lister tilpasset universell utforming),lov/2004-12-17-99,https://lovdata.no/lov/2004-12-17-99
lov,nl-20050107-005.xml,NL/lov/2005-01-07-5,LOV-2005-01-07-5,Lov om omdanning av Jernbaneverkets forretningsenhet BaneService til aksjeselskap,Lov om BaneService som AS,Samferdselsdepartementet,,"Selskaper, fond og foreninger > Selskaper. Statsforetak Transport og kommunikasjoner > Jernbane",2005-01-07,2016-03-01,lov/2016-01-22-1 fra 2016-03-01,,,2021-09-29 (faglige fotnoter fjernet),lov/2005-01-07-5,https://lovdata.no/lov/2005-01-07-5
lov,nl-20050304-012.xml,NL/lov/2005-03-04-12,LOV-2005-03-04-12,Lov om handheving av det frie varebyttet innan EØS,Lov om det frie varebyttet innan EØS,Justis- og beredskapsdepartementet,,"EU/EØS-rett > Handelsforenklinger Forbruker-, kjøps- og konkurranserett > Konkurranse Næringsrett > Handel og tjenester Næringsrett > Inn- og utførsel",2005-03-04,,,,,2022-05-05 (tegnsetting i lister i forordning tilpasset universell utforming),lov/2005-03-04-12,https://lovdata.no/lov/2005-03-04-12
lov,nl-20050401-014.xml,NL/lov/2005-04-01-14,LOV-2005-04-01-14,Lov om europeiske selskaper (SE-loven),SE-loven,Nærings- og fiskeridepartementet,,"EU/EØS-rett > Selskapsrett Selskaper, fond og foreninger > Aksjeselskaper og allmennaksjeselskaper",2005-04-01,2022-12-20,lov/2022-12-20-122,,,2025-01-09 (oppdatert EØS-henvisninger),lov/2005-04-01-14,https://lovdata.no/lov/2005-04-01-14
lov,nl-20050429-020.xml,NL/lov/2005-04-29-20,LOV-2005-04-29-20,Lov om innkreving av underholdsbidrag mv. (bidragsinnkrevingsloven),Bidragsinnkrevingsloven,Barne- og familiedepartementet,,"Familie-, person- og barnerett > Barn og foreldre Familie-, person- og barnerett > Ekteskap og samboerskap (husstandsfellesskap) Pensjons- og trygderett > Utenfor folketrygdloven > Underholdsbidrag Tvangsfullbyrdelse",2006-01-01,2026-01-01,lov/2025-04-25-12 fra 2026-01-01,,,"2021-08-24 (faglige fotnoter fjernet, UU-tilpasset)",lov/2005-04-29-20,https://lovdata.no/lov/2005-04-29-20
lov,nl-20050429-021.xml,NL/lov/2005-04-29-21,LOV-2005-04-29-21,Lov om supplerande stønad til personar med kort butid i Noreg,Lov om supplerande stønad ved kort butid,Arbeids- og inkluderingsdepartementet,,Pensjons- og trygderett > Utenfor folketrygdloven > Supplerende stønad til personer med kort butid i Noreg Utlendingsrett,2006-01-01,2026-05-07,lov/2026-05-07-15,,,2022-03-28 (tegnsetting i lister tilpasset universell utforming),lov/2005-04-29-21,https://lovdata.no/lov/2005-04-29-21
lov,nl-20050520-028.xml,NL/lov/2005-05-20-28,LOV-2005-05-20-28,Lov om straff (straffeloven),Straffeloven - strl.,Justis- og beredskapsdepartementet,,Strafferett,"2015-10-01, 2008-03-07",2026-04-15,"lov/2025-12-22-115 fra 2026-04-15, lov/2026-04-10-13",,,2023-01-12 (fjernet inkurienote i § 9),lov/2005-05-20-28,https://lovdata.no/lov/2005-05-20-28
lov,nl-20050527-031.xml,NL/lov/2005-05-27-31,LOV-2005-05-27-31,Lov om skogbruk (skogbrukslova),Skogbrukslova,Landbruks- og matdepartementet,,"Landbruk, jakt og skogbruk > Skogbruk",2006-01-01,2025-01-01,lov/2024-12-06-74 fra 2025-01-01,,,"2021-07-02 (faglige fotnoter fjernet, UU-tilpasning)",lov/2005-05-27-31,https://lovdata.no/lov/2005-05-27-31
lov,nl-20050603-034.xml,NL/lov/2005-06-03-34,LOV-2005-06-03-34,"Lov om varsling, rapportering og undersøkelse av jernbaneulykker og jernbanehendelser m.m. (jernbaneundersøkelsesloven)",Jernbaneundersøkelsesloven,Samferdselsdepartementet,,EU/EØS-rett > Transport Transport og kommunikasjoner > Jernbane,2005-06-03,2021-06-11,lov/2021-06-11-87,,,"2021-08-24 (faglige fotnoter fjernet, tegnsetting i lister tilpasset universell utforming)",lov/2005-06-03-34,https://lovdata.no/lov/2005-06-03-34
lov,nl-20050603-037.xml,NL/lov/2005-06-03-37,LOV-2005-06-03-37,Lov om utdanningsstøtte (utdanningsstøtteloven),Utdanningsstøtteloven,Kunnskapsdepartementet,,"Pensjons- og trygderett > Utenfor folketrygdloven > Utdanningsstøtte Skoler, universiteter og forskning > Skoler. Privatskoler Skoler, universiteter og forskning > Universiteter og høyskoler","2005-07-15, 2006-01-01, 2006-08-15",2026-01-01,lov/2025-04-25-12 fra 2026-01-01,,,2021-08-26 (faglige fotnoter fjernet),lov/2005-06-03-37,https://lovdata.no/lov/2005-06-03-37
lov,nl-20050610-044.xml,NL/lov/2005-06-10-44,LOV-2005-06-10-44,Lov om forsikringsvirksomhet (forsikringsvirksomhetsloven),Forsikringsvirksomhetsloven - forsvl,Finansdepartementet,,"Bank, finans og regnskapsrett > Forsikring Erstatnings- og forsikringsrett EU/EØS-rett > Arbeids- og sosialpolitikk EU/EØS-rett > Finansielle tjenester",2006-07-01,2026-01-01,lov/2025-12-22-117 fra 2026-01-01,,,"2021-08-05 (faglige fotnoter fjernet, UU-tilpasset)",lov/2005-06-10-44,https://lovdata.no/lov/2005-06-10-44
lov,nl-20050610-051.xml,NL/lov/2005-06-10-51,LOV-2005-06-10-51,Lov om norsk statsborgerskap (statsborgerloven),Statsborgerloven,Arbeids- og inkluderingsdepartementet,,"Stats-, statsforfatnings- og statsborgerrett > Statsforfatningen",2006-09-01,2024-12-20,lov/2024-12-20-81,,,2022-03-28 (tegnsetting i lister tilpasset universell utforming),lov/2005-06-10-51,https://lovdata.no/lov/2005-06-10-51
lov,nl-20050617-101.xml,NL/lov/2005-06-17-101,LOV-2005-06-17-101,Lov om eigedomsregistrering (matrikkellova),Matrikkellova,Kommunal- og distriktsdepartementet,,Fast eiendoms rettsforhold > Matrikkel Fast eiendoms rettsforhold > Tinglysing. Registrering,"2010-01-01, 2007-02-09, 2009-02-27, 2022-01-01, Kongen bestemmer",2025-07-01,lov/2025-06-20-93 fra 2025-07-01,,,2022-03-28 (tegnsetting i lister tilpasset universell utforming),lov/2005-06-17-101,https://lovdata.no/lov/2005-06-17-101
lov,nl-20050617-102.xml,NL/lov/2005-06-17-102,LOV-2005-06-17-102,Lov om visse forhold vedrørende de politiske partiene (partiloven),Partiloven,Kommunal- og distriktsdepartementet,,"Stats-, statsforfatnings- og statsborgerrett > Stortinget","2006-01-01, 2005-07-01",2026-01-01,lov/2025-06-20-105 fra 2026-01-01,,,2023-03-21 (fotnoter),lov/2005-06-17-102,https://lovdata.no/lov/2005-06-17-102
lov,nl-20050617-062.xml,NL/lov/2005-06-17-62,LOV-2005-06-17-62,"Lov om arbeidsmiljø, arbeidstid og stillingsvern mv. (arbeidsmiljøloven)",Arbeidsmiljøloven - aml,Arbeids- og inkluderingsdepartementet,,"Arbeidsrett > Ansettelse. Avskjed. Oppsigelse Arbeidsrett > Arbeidsforhold. Sysselsetting Arbeidsrett > Arbeidsmiljø Arbeidsrett > Arbeidstvister Arbeidsrett > Likestilling og diskriminering Arbeidsrett > Offentlige tjenestemenn Arbeidsrett > Tariffavtaler HMS og beredskaps- og sikkerhetsrett > Helse, miljø og sikkerhet",2006-01-01,2026-01-01,lov/2025-06-20-45 fra 2026-01-01,,,2022-04-08 (inkurienote § 14-15),lov/2005-06-17-62,https://lovdata.no/lov/2005-06-17-62
lov,nl-20050617-064.xml,NL/lov/2005-06-17-64,LOV-2005-06-17-64,Lov om barnehager (barnehageloven),Barnehageloven - bhl,Kunnskapsdepartementet,,"Familie-, person- og barnerett > Barn og foreldre Skoler, universiteter og forskning > Barnehager",2006-01-01,2026-06-19,lov/2026-06-19-59,,,2022-03-28 (tegnsetting i lister tilpasset universell utforming),lov/2005-06-17-64,https://lovdata.no/lov/2005-06-17-64
lov,nl-20050617-067.xml,NL/lov/2005-06-17-67,LOV-2005-06-17-67,Lov om betaling og innkreving av skatte- og avgiftskrav (skattebetalingsloven),Skattebetalingsloven - sktbl,Finansdepartementet,,Skatte- og avgiftsrett > Skattebetaling,"2009-01-01, 2008-01-01",2026-01-01,lov/2025-12-22-120 fra 2026-01-01,,,2021-07-01 (faglige fotnoter fjernet),lov/2005-06-17-67,https://lovdata.no/lov/2005-06-17-67
lov,nl-20050617-079.xml,NL/lov/2005-06-17-79,LOV-2005-06-17-79,Lov om akvakultur (akvakulturloven),Akvakulturloven,Nærings- og fiskeridepartementet,,Fiskeri- og fangstrett og havbruk > Akvakultur. Havbruk,2006-01-01,2026-01-01,lov/2025-06-20-109 fra 2026-01-01,,,"2021-08-24 (faglige fotnoter fjernet, UU-tilpasset)",lov/2005-06-17-79,https://lovdata.no/lov/2005-06-17-79
lov,nl-20050617-085.xml,NL/lov/2005-06-17-85,LOV-2005-06-17-85,Lov om rettsforhold og forvaltning av grunn og naturressurser i Finnmark (Finnmarksloven),Finnmarksloven,Justis- og beredskapsdepartementet,,"Landbruk, jakt og skogbruk > Jakt og innlandsfiske Landbruk, jakt og skogbruk > Reindrift Miljøvern, natur og friluftsliv > Naturmangfold/naturfredning Miljøvern, natur og friluftsliv > Vannressurser Samerett > Finnmark","2005-11-25, 2006-07-01, 2008-03-14",2025-01-01,"lov/2022-05-12-28 fra 2025-01-01, lov/2023-06-09-27 fra 2024-01-01",,,2026-04-17 (oppdatert versjon av samisk oversettelse),lov/2005-06-17-85,https://lovdata.no/lov/2005-06-17-85
lov,nl-20050617-090.xml,NL/lov/2005-06-17-90,LOV-2005-06-17-90,Lov om mekling og rettergang i sivile tvister (tvisteloven),Tvisteloven - tvl,Justis- og beredskapsdepartementet,,Sivil- og straffeprosess > Sivilprosess/tvisteloven,2008-01-01,2025-01-01,lov/2024-12-13-78 fra 2025-01-01,,,2025-09-24 (fotnote til Luganokonvensjonen artikkel 22),lov/2005-06-17-90,https://lovdata.no/lov/2005-06-17-90
lov,nl-20050617-098.xml,NL/lov/2005-06-17-98,LOV-2005-06-17-98,Lov om endringar i lov 4. desember 1992 nr. 127 om kringkasting,Endringslov til kringkastingsloven,Kultur- og likestillingsdepartementet,,IKT- og medierett > Kringkasting,"Kongen fastset, 2005-07-01, 2008-07-01",,,,,,lov/2005-06-17-98,https://lovdata.no/lov/2005-06-17-98
lov,nl-20051221-123.xml,NL/lov/2005-12-21-123,LOV-2005-12-21-123,Lov om Statens pensjonsfond,Statens pensjonsfond-loven,Finansdepartementet,,"Selskaper, fond og foreninger > Fond",2006-01-01,2020-01-01,lov/2019-06-21-31 fra 2020-01-01,,,"2021-06-22 (faglige noter fjernet, struktur)",lov/2005-12-21-123,https://lovdata.no/lov/2005-12-21-123
lov,nl-20051221-124.xml,NL/lov/2005-12-21-124,LOV-2005-12-21-124,Lov om obligatorisk tjenestepensjon [OTP-loven],OTP-loven,Finansdepartementet,,Pensjons- og trygderett,2006-01-01,2022-01-01,lov/2021-12-22-164 fra 2022-01-01,,,2022-03-28 (tegnsetting i lister tilpasset universell utforming),lov/2005-12-21-124,https://lovdata.no/lov/2005-12-21-124
lov,nl-20051221-126.xml,NL/lov/2005-12-21-126,LOV-2005-12-21-126,Lov om kosmetikk og kroppspleieprodukt m.m. (kosmetikklova),Kosmetikklova,Helse- og omsorgsdepartementet,,EU/EØS-rett > Helse Helse- og omsorgsrett Næringsrett > Handel og tjenester,2006-01-01,2024-07-01,lov/2024-02-02-8 fra 2024-07-01,,,2023-02-16 (EØS-henvisning),lov/2005-12-21-126,https://lovdata.no/lov/2005-12-21-126
lov,nl-20051221-129.xml,NL/lov/2005-12-21-129,LOV-2005-12-21-129,Lov om oppløsning av stamhuset Ekeberg,Lov om oppløsning av stamhuset Ekeberg,Nærings- og fiskeridepartementet,,"Familie-, person- og barnerett > Arv",2006-01-01,,,,,2021-07-07 (struktur),lov/2005-12-21-129,https://lovdata.no/lov/2005-12-21-129
lov,nl-20060519-016.xml,NL/lov/2006-05-19-16,LOV-2006-05-19-16,Lov om rett til innsyn i dokument i offentleg verksemd (offentleglova),Offentleglova - offl,Justis- og beredskapsdepartementet,,"Forvaltnings- og kommunalrett > Offentlig forvaltning Kultur, idrett og underholdning > Arkiv",2009-01-01,2025-06-20,lov/2025-06-20-51,,,2022-03-28 (tegnsetting i lister tilpasset universell utforming),lov/2006-05-19-16,https://lovdata.no/lov/2006-05-19-16
lov,nl-20060616-020.xml,NL/lov/2006-06-16-20,LOV-2006-06-16-20,Lov om arbeids- og velferdsforvaltningen (arbeids- og velferdsforvaltningsloven) [Nav-loven],Nav-loven,Arbeids- og inkluderingsdepartementet,,Arbeidsrett > Arbeidsforhold. Sysselsetting Forvaltnings- og kommunalrett > Offentlig forvaltning Pensjons- og trygderett,2006-07-01,2026-01-01,lov/2025-04-25-12 fra 2026-01-01,,,2025-01-09 (korttittel),lov/2006-06-16-20,https://lovdata.no/lov/2006-06-16-20
lov,nl-20060630-050.xml,NL/lov/2006-06-30-50,LOV-2006-06-30-50,Lov om europeiske samvirkeforetak (SCE-loven),SCE-loven,Nærings- og fiskeridepartementet,,"EU/EØS-rett > Selskapsrett Selskaper, fond og foreninger > Samvirkeforetak",2006-08-18,2022-12-20,lov/2022-12-20-122,,,"2021-08-05 (faglige fotnoter fjernet, UU-tilpasset)",lov/2006-06-30-50,https://lovdata.no/lov/2006-06-30-50
